id_transaccion,fecha_hora,id_cuenta_origen,id_cuenta_destino,tipo_transaccion,monto,estado,canal,descripcion
TRX-20240502-03818,5/2/2024 13:34,ACC-00485,ACC-00047,TRANSFERENCIA,4674987.09,EXITOSA,APP_MOVIL,Transferencia a ACC-00047
TRX-20240502-04712,5/2/2024 1:50,ACC-00431,,DEPOSITO,3676220.14,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240502-05957,5/2/2024 0:19,ACC-00120,,RETIRO,1690644.91,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240502-08872,5/2/2024 11:38,ACC-00265,ACC-00267,TRANSFERENCIA,2412305.93,EXITOSA,WEB,Transferencia a ACC-00267
TRX-20240503-00491,5/3/2024 6:41,ACC-00250,,DEPOSITO,6843646.9,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240503-01363,5/3/2024 17:55,ACC-00223,ACC-00323,TRANSFERENCIA,2297161.88,EXITOSA,APP_MOVIL,Transferencia a ACC-00323
TRX-20240503-01920,5/3/2024 9:42,ACC-00184,ACC-00126,TRANSFERENCIA,399984.83,EXITOSA,APP_MOVIL,Transferencia a ACC-00126
TRX-20240503-03551,5/3/2024 23:34,ACC-00456,,PAGO_SERVICIO,250372.35,PENDIENTE,SUCURSAL,Pago de servicio
TRX-20240503-03916,5/3/2024 2:23,ACC-00149,,PAGO_SERVICIO,14387.71,EXITOSA,WEB,Pago de servicio
TRX-20240503-06379,5/3/2024 4:23,ACC-00427,ACC-00096,TRANSFERENCIA,3819488.07,EXITOSA,APP_MOVIL,Transferencia a ACC-00096
TRX-20240503-08125,5/3/2024 2:00,ACC-00228,,DEPOSITO,4365048.54,EXITOSA,WEB,Depósito en cuenta
TRX-20240503-08350,5/3/2024 4:54,ACC-00481,ACC-00474,TRANSFERENCIA,3620879.52,EXITOSA,APP_MOVIL,Transferencia a ACC-00474
TRX-20240503-08840,5/3/2024 17:32,ACC-00084,,RETIRO,1961262.41,PENDIENTE,WEB,Retiro en cajero
TRX-20240503-09623,5/3/2024 10:20,ACC-00222,,PAGO_SERVICIO,488993.73,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20240504-00642,5/4/2024 23:22,ACC-00227,ACC-00109,TRANSFERENCIA,4913955.03,EXITOSA,WEB,Transferencia a ACC-00109
TRX-20240504-00802,5/4/2024 4:10,ACC-00081,ACC-00186,TRANSFERENCIA,3242071.74,EXITOSA,APP_MOVIL,Transferencia a ACC-00186
TRX-20240504-01951,5/4/2024 6:29,ACC-00137,,RETIRO,163471.25,EXITOSA,CAJERO,Retiro en cajero
TRX-20240504-03954,5/4/2024 15:05,ACC-00076,,PAGO_SERVICIO,484436.39,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20240504-04824,5/4/2024 3:54,ACC-00056,ACC-00146,TRANSFERENCIA,3072607.08,EXITOSA,APP_MOVIL,Transferencia a ACC-00146
TRX-20240504-05770,5/4/2024 18:07,ACC-00123,,RETIRO,2472014.57,EXITOSA,CAJERO,Retiro en cajero
TRX-20240504-08095,5/4/2024 11:25,ACC-00031,,DEPOSITO,2815265.91,EXITOSA,CAJERO,Depósito en cuenta
TRX-20240504-08150,5/4/2024 11:38,ACC-00092,ACC-00203,TRANSFERENCIA,4899970.34,EXITOSA,APP_MOVIL,Transferencia a ACC-00203
TRX-20240504-08297,5/4/2024 15:08,ACC-00216,ACC-00068,TRANSFERENCIA,1757292.55,EXITOSA,APP_MOVIL,Transferencia a ACC-00068
TRX-20240504-08335,5/4/2024 0:31,ACC-00280,,RETIRO,161209.13,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240504-08549,5/4/2024 2:19,ACC-00403,,RETIRO,2851917.44,EXITOSA,WEB,Retiro en cajero
TRX-20240504-09858,5/4/2024 1:12,ACC-00464,,PAGO_SERVICIO,340262.21,EXITOSA,WEB,Pago de servicio
TRX-20240505-01787,5/5/2024 16:36,ACC-00292,ACC-00252,TRANSFERENCIA,3926365.9,EXITOSA,CAJERO,Transferencia a ACC-00252
TRX-20240505-02515,5/5/2024 5:01,ACC-00181,,DEPOSITO,5794193.45,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240505-02535,5/5/2024 18:38,ACC-00394,ACC-00108,TRANSFERENCIA,3901831.79,PENDIENTE,WEB,Transferencia a ACC-00108
TRX-20240505-02697,5/5/2024 6:44,ACC-00367,,DEPOSITO,26400.74,EXITOSA,CAJERO,Depósito en cuenta
TRX-20240505-03291,5/5/2024 17:37,ACC-00195,,RETIRO,467027.67,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240505-03839,5/5/2024 0:24,ACC-00150,,PAGO_SERVICIO,192378.9,EXITOSA,WEB,Pago de servicio
TRX-20240505-04531,5/5/2024 11:54,ACC-00213,,RETIRO,2034602.37,EXITOSA,WEB,Retiro en cajero
TRX-20240505-05874,5/5/2024 10:52,ACC-00422,,RETIRO,1955491.77,EXITOSA,SUCURSAL,Retiro en cajero
TRX-20240505-06408,5/5/2024 7:00,ACC-00075,,RETIRO,591286.2,PENDIENTE,WEB,Retiro en cajero
TRX-20240505-06426,5/5/2024 23:01,ACC-00127,ACC-00368,TRANSFERENCIA,3502130.73,EXITOSA,WEB,Transferencia a ACC-00368
TRX-20240505-07019,5/5/2024 16:31,ACC-00230,ACC-00074,TRANSFERENCIA,2808597.58,EXITOSA,WEB,Transferencia a ACC-00074
TRX-20240505-07277,5/5/2024 4:24,ACC-00093,ACC-00308,TRANSFERENCIA,4336074.79,EXITOSA,SUCURSAL,Transferencia a ACC-00308
TRX-20240505-07976,5/5/2024 0:42,ACC-00475,ACC-00074,TRANSFERENCIA,4355351.36,PENDIENTE,WEB,Transferencia a ACC-00074
TRX-20240505-08650,5/5/2024 19:11,ACC-00451,,DEPOSITO,3934745.77,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240505-09472,5/5/2024 22:45,ACC-00496,,PAGO_SERVICIO,434603.66,EXITOSA,CAJERO,Pago de servicio
TRX-20240506-00337,5/6/2024 10:45,ACC-00391,,RETIRO,865463.07,PENDIENTE,WEB,Retiro en cajero
TRX-20240506-00663,5/6/2024 12:16,ACC-00176,ACC-00372,TRANSFERENCIA,3839872.21,EXITOSA,WEB,Transferencia a ACC-00372
TRX-20240506-00993,5/6/2024 11:04,ACC-00150,ACC-00226,TRANSFERENCIA,2146960.39,EXITOSA,SUCURSAL,Transferencia a ACC-00226
TRX-20240506-03072,5/6/2024 19:11,ACC-00414,,RETIRO,2847387.65,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240506-03179,5/6/2024 21:45,ACC-00429,,DEPOSITO,695551,EXITOSA,WEB,Depósito en cuenta
TRX-20240506-05591,5/6/2024 6:05,ACC-00212,,DEPOSITO,2831039.32,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240506-06164,5/6/2024 6:04,ACC-00053,,RETIRO,2004033.65,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240506-06497,5/6/2024 11:43,ACC-00173,,DEPOSITO,1453033.62,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240506-06937,5/6/2024 17:06,ACC-00111,,PAGO_SERVICIO,426860.13,EXITOSA,CAJERO,Pago de servicio
TRX-20240506-07609,5/6/2024 1:45,ACC-00416,,DEPOSITO,5899605.97,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240506-07793,5/6/2024 19:41,ACC-00131,ACC-00351,TRANSFERENCIA,316404.61,EXITOSA,APP_MOVIL,Transferencia a ACC-00351
TRX-20240506-09943,5/6/2024 10:45,ACC-00394,ACC-00157,TRANSFERENCIA,4538339.59,RECHAZADA,APP_MOVIL,Transferencia a ACC-00157
TRX-20240507-01935,5/7/2024 11:28,ACC-00371,,RETIRO,1990406.91,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240507-02371,5/7/2024 6:24,ACC-00385,,DEPOSITO,804728.73,EXITOSA,WEB,Depósito en cuenta
TRX-20240507-02554,5/7/2024 7:50,ACC-00292,,RETIRO,1054761.17,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240507-04494,5/7/2024 8:39,ACC-00174,,RETIRO,1912204.69,PENDIENTE,SUCURSAL,Retiro en cajero
TRX-20240507-06017,5/7/2024 10:07,ACC-00120,ACC-00455,TRANSFERENCIA,4099148.63,EXITOSA,APP_MOVIL,Transferencia a ACC-00455
TRX-20240507-06519,5/7/2024 2:41,ACC-00032,,DEPOSITO,5575350.99,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240507-08820,5/7/2024 10:08,ACC-00008,ACC-00003,TRANSFERENCIA,2598006.91,EXITOSA,WEB,Transferencia a ACC-00003
TRX-20240507-08874,5/7/2024 21:53,ACC-00153,,DEPOSITO,7618797,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240508-00080,5/8/2024 0:09,ACC-00216,ACC-00341,TRANSFERENCIA,2045520.71,EXITOSA,WEB,Transferencia a ACC-00341
TRX-20240508-00268,5/8/2024 3:14,ACC-00116,,PAGO_SERVICIO,97318.54,EXITOSA,WEB,Pago de servicio
TRX-20240508-00434,5/8/2024 1:52,ACC-00318,ACC-00270,TRANSFERENCIA,1365159.84,EXITOSA,APP_MOVIL,Transferencia a ACC-00270
TRX-20240508-00899,5/8/2024 6:43,ACC-00459,,RETIRO,1352603.91,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240508-01891,5/8/2024 15:27,ACC-00316,,PAGO_SERVICIO,437472.57,EXITOSA,SUCURSAL,Pago de servicio
TRX-20240508-02471,5/8/2024 7:35,ACC-00212,,DEPOSITO,2017782.97,EXITOSA,SUCURSAL,Depósito en cuenta
TRX-20240508-03039,5/8/2024 20:38,ACC-00448,,DEPOSITO,614718.28,EXITOSA,CAJERO,Depósito en cuenta
TRX-20240508-03918,5/8/2024 10:56,ACC-00157,ACC-00196,TRANSFERENCIA,2833084.48,EXITOSA,APP_MOVIL,Transferencia a ACC-00196
TRX-20240508-03981,5/8/2024 15:19,ACC-00211,,DEPOSITO,3365490.02,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240508-04660,5/8/2024 6:22,ACC-00257,,DEPOSITO,7752176.44,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240508-04663,5/8/2024 14:24,ACC-00184,ACC-00311,TRANSFERENCIA,3183203.82,EXITOSA,APP_MOVIL,Transferencia a ACC-00311
TRX-20240508-05043,5/8/2024 12:50,ACC-00240,,DEPOSITO,438022.78,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240508-05647,5/8/2024 23:46,ACC-00234,,PAGO_SERVICIO,439812.85,EXITOSA,CAJERO,Pago de servicio
TRX-20240508-05835,5/8/2024 19:30,ACC-00489,,DEPOSITO,7003338.55,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240508-06373,5/8/2024 19:35,ACC-00452,,DEPOSITO,2718424.79,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240508-06773,5/8/2024 19:07,ACC-00211,,DEPOSITO,6554930.04,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240508-07100,5/8/2024 12:21,ACC-00103,ACC-00351,TRANSFERENCIA,2647837.96,EXITOSA,APP_MOVIL,Transferencia a ACC-00351
TRX-20240509-00746,5/9/2024 7:03,ACC-00151,,RETIRO,2419556.77,EXITOSA,WEB,Retiro en cajero
TRX-20240509-00780,5/9/2024 7:04,ACC-00163,ACC-00249,TRANSFERENCIA,2429387.18,EXITOSA,APP_MOVIL,Transferencia a ACC-00249
TRX-20240509-01519,5/9/2024 23:56,ACC-00324,ACC-00300,TRANSFERENCIA,4910067.84,EXITOSA,APP_MOVIL,Transferencia a ACC-00300
TRX-20240509-01899,5/9/2024 13:13,ACC-00275,ACC-00431,TRANSFERENCIA,1326699.63,EXITOSA,APP_MOVIL,Transferencia a ACC-00431
TRX-20240509-02625,5/9/2024 23:27,ACC-00462,,DEPOSITO,1385078.49,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240509-03526,5/9/2024 15:44,ACC-00022,,RETIRO,711383.04,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240509-03577,5/9/2024 16:20,ACC-00330,,PAGO_SERVICIO,114790.53,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20240509-04167,5/9/2024 20:14,ACC-00095,,RETIRO,368379.09,RECHAZADA,APP_MOVIL,Retiro en cajero
TRX-20240509-08996,5/9/2024 7:38,ACC-00246,ACC-00401,TRANSFERENCIA,2893087.01,EXITOSA,WEB,Transferencia a ACC-00401
TRX-20240510-01491,5/10/2024 3:45,ACC-00172,,DEPOSITO,898416.36,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240510-01651,5/10/2024 12:29,ACC-00365,,PAGO_SERVICIO,101074.01,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20240510-01830,5/10/2024 6:02,ACC-00139,ACC-00056,TRANSFERENCIA,570493.56,EXITOSA,WEB,Transferencia a ACC-00056
TRX-20240510-02198,5/10/2024 8:59,ACC-00003,,PAGO_SERVICIO,398384.38,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20240510-02336,5/10/2024 7:18,ACC-00302,ACC-00413,TRANSFERENCIA,3418768.17,PENDIENTE,WEB,Transferencia a ACC-00413
TRX-20240510-02819,5/10/2024 1:37,ACC-00215,ACC-00292,TRANSFERENCIA,1049727.07,EXITOSA,SUCURSAL,Transferencia a ACC-00292
TRX-20240510-03399,5/10/2024 10:49,ACC-00162,,RETIRO,1670702.9,PENDIENTE,WEB,Retiro en cajero
TRX-20240510-05704,5/10/2024 2:53,ACC-00215,ACC-00499,TRANSFERENCIA,1669833.69,EXITOSA,APP_MOVIL,Transferencia a ACC-00499
TRX-20240510-06231,5/10/2024 2:37,ACC-00438,ACC-00211,TRANSFERENCIA,1479988.29,EXITOSA,WEB,Transferencia a ACC-00211
TRX-20240510-06922,5/10/2024 15:35,ACC-00323,,DEPOSITO,7078390.15,PENDIENTE,WEB,Depósito en cuenta
TRX-20240510-08713,5/10/2024 6:30,ACC-00008,,RETIRO,1706681.42,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240510-09209,5/10/2024 1:52,ACC-00242,ACC-00262,TRANSFERENCIA,1181135.96,EXITOSA,CAJERO,Transferencia a ACC-00262
TRX-20240510-09258,5/10/2024 22:10,ACC-00389,,PAGO_SERVICIO,238697.73,EXITOSA,CAJERO,Pago de servicio
TRX-20240510-09640,5/10/2024 17:14,ACC-00305,,PAGO_SERVICIO,229596.45,EXITOSA,WEB,Pago de servicio
TRX-20240510-09702,5/10/2024 15:12,ACC-00148,ACC-00063,TRANSFERENCIA,1267746.07,EXITOSA,WEB,Transferencia a ACC-00063
TRX-20240511-01542,5/11/2024 17:45,ACC-00346,ACC-00169,TRANSFERENCIA,1352304.23,EXITOSA,APP_MOVIL,Transferencia a ACC-00169
TRX-20240511-02323,5/11/2024 23:16,ACC-00183,,DEPOSITO,5375719.49,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240511-02405,5/11/2024 11:03,ACC-00065,,DEPOSITO,2374835.3,EXITOSA,CAJERO,Depósito en cuenta
TRX-20240511-02945,5/11/2024 10:42,ACC-00456,,DEPOSITO,2649422.6,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240511-03362,5/11/2024 20:47,ACC-00433,,RETIRO,421800.32,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240511-03753,5/11/2024 18:54,ACC-00383,,RETIRO,875938.7,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240511-04752,5/11/2024 3:32,ACC-00150,ACC-00458,TRANSFERENCIA,2659069.79,EXITOSA,APP_MOVIL,Transferencia a ACC-00458
TRX-20240511-04815,5/11/2024 10:51,ACC-00400,,PAGO_SERVICIO,312957.9,EXITOSA,WEB,Pago de servicio
TRX-20240511-05154,5/11/2024 17:40,ACC-00128,,PAGO_SERVICIO,61269.07,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20240511-05283,5/11/2024 6:01,ACC-00361,,PAGO_SERVICIO,452992.31,EXITOSA,SUCURSAL,Pago de servicio
TRX-20240511-05289,5/11/2024 8:01,ACC-00408,ACC-00411,TRANSFERENCIA,902531.77,EXITOSA,WEB,Transferencia a ACC-00411
TRX-20240511-05562,5/11/2024 7:07,ACC-00406,,DEPOSITO,8032779.77,EXITOSA,CAJERO,Depósito en cuenta
TRX-20240511-06145,5/11/2024 21:15,ACC-00349,ACC-00432,TRANSFERENCIA,3420070.53,EXITOSA,CAJERO,Transferencia a ACC-00432
TRX-20240511-06339,5/11/2024 22:32,ACC-00306,ACC-00041,TRANSFERENCIA,508402.14,EXITOSA,WEB,Transferencia a ACC-00041
TRX-20240511-06465,5/11/2024 23:44,ACC-00149,ACC-00382,TRANSFERENCIA,1987777.85,EXITOSA,WEB,Transferencia a ACC-00382
TRX-20240511-07881,5/11/2024 18:19,ACC-00111,,DEPOSITO,8118315.2,EXITOSA,WEB,Depósito en cuenta
TRX-20240511-08319,5/11/2024 10:54,ACC-00376,,DEPOSITO,6506426.92,EXITOSA,CAJERO,Depósito en cuenta
TRX-20240511-08565,5/11/2024 3:03,ACC-00388,ACC-00204,TRANSFERENCIA,2631525.89,EXITOSA,APP_MOVIL,Transferencia a ACC-00204
TRX-20240511-09773,5/11/2024 4:50,ACC-00001,ACC-00359,TRANSFERENCIA,67060.66,EXITOSA,CAJERO,Transferencia a ACC-00359
TRX-20240511-09795,5/11/2024 4:11,ACC-00270,,RETIRO,2405022.71,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240512-01520,5/12/2024 15:43,ACC-00146,,RETIRO,944942.51,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240512-02596,5/12/2024 5:56,ACC-00363,ACC-00254,TRANSFERENCIA,3260526.93,EXITOSA,APP_MOVIL,Transferencia a ACC-00254
TRX-20240512-02598,5/12/2024 13:46,ACC-00135,,DEPOSITO,1565036.87,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240512-04049,5/12/2024 11:59,ACC-00187,ACC-00024,TRANSFERENCIA,4376747.6,EXITOSA,APP_MOVIL,Transferencia a ACC-00024
TRX-20240512-04760,5/12/2024 2:46,ACC-00209,,DEPOSITO,6786078.61,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240512-04960,5/12/2024 0:06,ACC-00351,ACC-00375,TRANSFERENCIA,422302.68,EXITOSA,WEB,Transferencia a ACC-00375
TRX-20240512-05275,5/12/2024 17:54,ACC-00405,,DEPOSITO,4620299.52,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240512-05859,5/12/2024 13:54,ACC-00167,ACC-00207,TRANSFERENCIA,2470931.45,EXITOSA,CAJERO,Transferencia a ACC-00207
TRX-20240512-06476,5/12/2024 1:49,ACC-00103,,PAGO_SERVICIO,391961.72,EXITOSA,WEB,Pago de servicio
TRX-20240512-06655,5/12/2024 21:08,ACC-00309,ACC-00223,TRANSFERENCIA,243664.6,EXITOSA,APP_MOVIL,Transferencia a ACC-00223
TRX-20240512-08083,5/12/2024 9:46,ACC-00029,,PAGO_SERVICIO,339923.48,EXITOSA,CAJERO,Pago de servicio
TRX-20240512-08498,5/12/2024 16:48,ACC-00073,,RETIRO,2211571.2,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240512-09909,5/12/2024 0:53,ACC-00062,,PAGO_SERVICIO,149597.28,PENDIENTE,APP_MOVIL,Pago de servicio
TRX-20240513-00904,5/13/2024 8:28,ACC-00185,,DEPOSITO,9549668.91,EXITOSA,WEB,Depósito en cuenta
TRX-20240513-01750,5/13/2024 2:40,ACC-00243,,PAGO_SERVICIO,479097.88,EXITOSA,CAJERO,Pago de servicio
TRX-20240513-02219,5/13/2024 17:48,ACC-00091,,DEPOSITO,3186811.93,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240513-02558,5/13/2024 21:16,ACC-00112,,PAGO_SERVICIO,231615.32,PENDIENTE,APP_MOVIL,Pago de servicio
TRX-20240513-03271,5/13/2024 7:21,ACC-00238,,DEPOSITO,6358482.21,EXITOSA,WEB,Depósito en cuenta
TRX-20240513-03558,5/13/2024 20:29,ACC-00185,,PAGO_SERVICIO,166013.73,PENDIENTE,APP_MOVIL,Pago de servicio
TRX-20240513-03955,5/13/2024 19:15,ACC-00381,,PAGO_SERVICIO,492782.66,EXITOSA,SUCURSAL,Pago de servicio
TRX-20240513-04102,5/13/2024 0:17,ACC-00107,,RETIRO,1001867.13,PENDIENTE,APP_MOVIL,Retiro en cajero
TRX-20240513-04890,5/13/2024 0:33,ACC-00403,ACC-00152,TRANSFERENCIA,3024875.57,EXITOSA,APP_MOVIL,Transferencia a ACC-00152
TRX-20240513-06243,5/13/2024 8:26,ACC-00374,,DEPOSITO,5750323.43,EXITOSA,WEB,Depósito en cuenta
TRX-20240513-07561,5/13/2024 12:43,ACC-00275,,DEPOSITO,4257691.64,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240513-08907,5/13/2024 15:02,ACC-00378,ACC-00448,TRANSFERENCIA,574873.69,EXITOSA,WEB,Transferencia a ACC-00448
TRX-20240513-08955,5/13/2024 19:15,ACC-00399,ACC-00255,TRANSFERENCIA,3016841.62,EXITOSA,WEB,Transferencia a ACC-00255
TRX-20240514-00738,5/14/2024 6:27,ACC-00137,ACC-00385,TRANSFERENCIA,4227293.84,EXITOSA,WEB,Transferencia a ACC-00385
TRX-20240514-01289,5/14/2024 20:21,ACC-00187,,PAGO_SERVICIO,315369.56,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20240514-02040,5/14/2024 17:48,ACC-00172,,RETIRO,328858.2,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240514-02238,5/14/2024 15:50,ACC-00453,ACC-00089,TRANSFERENCIA,1627497.21,EXITOSA,WEB,Transferencia a ACC-00089
TRX-20240514-03259,5/14/2024 15:05,ACC-00311,ACC-00207,TRANSFERENCIA,850656.44,EXITOSA,CAJERO,Transferencia a ACC-00207
TRX-20240514-04330,5/14/2024 2:31,ACC-00349,,PAGO_SERVICIO,102481.95,PENDIENTE,APP_MOVIL,Pago de servicio
TRX-20240514-04837,5/14/2024 22:40,ACC-00416,ACC-00007,TRANSFERENCIA,490011.76,EXITOSA,CAJERO,Transferencia a ACC-00007
TRX-20240514-05002,5/14/2024 10:26,ACC-00425,,DEPOSITO,1030588.41,EXITOSA,SUCURSAL,Depósito en cuenta
TRX-20240514-06232,5/14/2024 22:31,ACC-00077,ACC-00251,TRANSFERENCIA,2133932.92,EXITOSA,APP_MOVIL,Transferencia a ACC-00251
TRX-20240514-09043,5/14/2024 18:50,ACC-00061,,DEPOSITO,8825841.34,EXITOSA,WEB,Depósito en cuenta
TRX-20240514-09321,5/14/2024 5:06,ACC-00406,,PAGO_SERVICIO,40613.18,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20240515-00317,5/15/2024 2:32,ACC-00406,ACC-00072,TRANSFERENCIA,1280967.7,EXITOSA,APP_MOVIL,Transferencia a ACC-00072
TRX-20240515-00691,5/15/2024 15:27,ACC-00184,,DEPOSITO,7573094.58,EXITOSA,CAJERO,Depósito en cuenta
TRX-20240515-00833,5/15/2024 16:05,ACC-00436,,RETIRO,2791814.25,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240515-00921,5/15/2024 23:01,ACC-00055,,RETIRO,2615811.89,EXITOSA,CAJERO,Retiro en cajero
TRX-20240515-01294,5/15/2024 21:22,ACC-00082,,DEPOSITO,2948222.4,EXITOSA,CAJERO,Depósito en cuenta
TRX-20240515-05362,5/15/2024 16:15,ACC-00084,,PAGO_SERVICIO,160577.32,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20240515-05966,5/15/2024 21:25,ACC-00328,,RETIRO,1154970.87,PENDIENTE,CAJERO,Retiro en cajero
TRX-20240515-06396,5/15/2024 7:30,ACC-00206,ACC-00045,TRANSFERENCIA,4865074.95,PENDIENTE,APP_MOVIL,Transferencia a ACC-00045
TRX-20240515-07280,5/15/2024 16:03,ACC-00345,,DEPOSITO,9355415.05,EXITOSA,WEB,Depósito en cuenta
TRX-20240515-08606,5/15/2024 21:06,ACC-00424,ACC-00335,TRANSFERENCIA,2434506.67,EXITOSA,APP_MOVIL,Transferencia a ACC-00335
TRX-20240515-09601,5/15/2024 7:29,ACC-00284,,PAGO_SERVICIO,376200.47,EXITOSA,CAJERO,Pago de servicio
TRX-20240516-00518,5/16/2024 3:29,ACC-00353,,DEPOSITO,9784685.64,EXITOSA,SUCURSAL,Depósito en cuenta
TRX-20240516-00744,5/16/2024 17:49,ACC-00318,,PAGO_SERVICIO,302335.11,EXITOSA,WEB,Pago de servicio
TRX-20240516-01157,5/16/2024 1:29,ACC-00172,,RETIRO,692962.99,EXITOSA,SUCURSAL,Retiro en cajero
TRX-20240516-02121,5/16/2024 18:49,ACC-00145,ACC-00483,TRANSFERENCIA,3076419.6,EXITOSA,APP_MOVIL,Transferencia a ACC-00483
TRX-20240516-04477,5/16/2024 7:20,ACC-00304,,RETIRO,2827666.71,EXITOSA,APP_MOVIL,Retiro en cajero
TRX-20240516-04937,5/16/2024 18:29,ACC-00332,ACC-00154,TRANSFERENCIA,1345367.56,EXITOSA,CAJERO,Transferencia a ACC-00154
TRX-20240516-05873,5/16/2024 6:31,ACC-00014,ACC-00263,TRANSFERENCIA,3932653.26,EXITOSA,APP_MOVIL,Transferencia a ACC-00263
TRX-20240516-06258,5/16/2024 0:59,ACC-00266,,PAGO_SERVICIO,136742.94,EXITOSA,WEB,Pago de servicio
TRX-20240516-07545,5/16/2024 21:43,ACC-00300,,DEPOSITO,5937880.78,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240516-08177,5/16/2024 4:52,ACC-00032,,DEPOSITO,6199394.05,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240516-08774,5/16/2024 5:43,ACC-00465,,RETIRO,2826561.93,EXITOSA,CAJERO,Retiro en cajero
TRX-20240516-08968,5/16/2024 15:33,ACC-00031,,DEPOSITO,8206988.05,EXITOSA,APP_MOVIL,Depósito en cuenta
TRX-20240517-01291,5/17/2024 2:35,ACC-00434,ACC-00212,TRANSFERENCIA,1443095.05,EXITOSA,APP_MOVIL,Transferencia a ACC-00212
TRX-20240517-01600,5/17/2024 18:01,ACC-00329,ACC-00020,TRANSFERENCIA,1288096.19,EXITOSA,APP_MOVIL,Transferencia a ACC-00020
TRX-20240517-01705,5/17/2024 6:24,ACC-00037,,RETIRO,1456328.53,PENDIENTE,APP_MOVIL,Retiro en cajero
TRX-20240517-02660,5/17/2024 21:50,ACC-00095,,DEPOSITO,1230037.17,EXITOSA,WEB,Depósito en cuenta
TRX-20240517-02806,5/17/2024 23:44,ACC-00238,ACC-00067,TRANSFERENCIA,2242309.36,EXITOSA,APP_MOVIL,Transferencia a ACC-00067
TRX-20240517-03672,5/17/2024 23:57,ACC-00152,,PAGO_SERVICIO,128189.84,EXITOSA,APP_MOVIL,Pago de servicio
TRX-20240517-04395,5/17/2024 6:12,ACC-00481,ACC-00039,TRANSFERENCIA,2233544.65,EXITOSA,APP_MOVIL,Transferencia a ACC-00039
TRX-20240517-08175,5/17/2024 7:51,ACC-00398,ACC-00449,TRANSFERENCIA,4700886.73,EXITOSA,APP_MOVIL,Transferencia a ACC-00449
TRX-20240517-08397,5/17/2024 0:51,ACC-00450,,RETIRO,1265558.67,EXITOSA,CAJERO,Retiro en cajero
TRX-20240518-00390,5/18/2024 12:57,ACC-00368,ACC-00299,TRANSFERENCIA,2634375.19,EXITOSA,APP_MOVIL,Transferencia a ACC-00299
